title,type,release_year,runtime,genres,imdb_score,name,role,thriller,scifi,animation,documentation,history,western,war,sport,action,romance,horror,crime,comedy,drama,music,reality,fantasy,family,european
Aimy in a Cage,MOVIE,2016.0,89.0,"['scifi', 'fantasy', 'thriller', 'drama']",5.1,"Crispin Glover,Allisyn Ashley Arm,Terry Moore,Paz de la Huerta,Michael William Hunter,Theodore Bouloukos,Nicholas Goroff,Hooroo Jackson",ACTOR,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Shake Off the World,MOVIE,2016.0,81.0,"['family', 'comedy', 'drama']",4.7,"Ethan Levy,Victoria Scott,Chuck Williams,Chuck Williams",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Missing Mom,MOVIE,2016.0,85.0,"['documentation', 'family']",6.1,Robert McCallum,DIRECTOR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Kids from 62-F,MOVIE,2016.0,90.0,"['drama', 'family', 'fantasy', 'scifi']",5.9,"Gigi Cesarè,Eden McCoy,Will Spencer,Cooper Mothersbaugh,Michael Sun Lee,April Marshall-Miller,Darius Marcell,Raam Weinfeld,Imani Shakur",ACTOR,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Ready Jet Go!,SHOW,2016.0,15.0,"['scifi', 'animation', 'family']",6.2,"Ashleigh Ball,Jaeda Lily Miller",ACTOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sorority Nightmare,MOVIE,2016.0,85.0,['thriller'],4.9,"Sierra McCormick,Katie Sarife,Hannah Rose May,Cassidy Gifford,Anthony Del Negro,Allie Marshall,Moe Brown,Sara Kapner,Jordan James Smith,Bridget Ann White,C.L. Simpson,Sejal Shah,Michael J. Burg,Megan Easton,Tara Layne,Bérénice Achille,Callaghan Belle,Erik Bloomquist,Jennifer J. Burns,Enrique Castaneda-Pineda,Zack Federici,Samuel Gouvin,Jade Kedrick,Brett Lapeyrouse,Michelle Layton,Mary Kate Malat,Kerry McGann,Steven A. Miller,Kali Money,Michelle Patnode,Kevin Shea,Sarah Soderstrom,Katie Vandrilla,Alec Ematrudo,Devon Downs,Kenny Gage",ACTOR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungus the Bogeyman,SHOW,2015.0,47.0,"['drama', 'family', 'fantasy', 'comedy', 'european']",5.5,"Timothy Spall,Victoria Wood,Keeley Hawes,Fern Deacon,Paul Kaye,Alannah Olivia,Joanna Scanlan,Lisa McGrillis,Andy Serkis,Dean-Charles Chapman",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
At Granny's House,MOVIE,2015.0,83.0,['thriller'],4.8,"Bill Oberst Jr.,Rachel Alig,Les Mahoney,Laura Lee,Glenda Morgan Brown,Charles A. Baird,Nissa Von Reiter,Travis Wolever,Cathy Starkebaum,Tricia Michael,Melissa Bazis,Robert Ridenour,Kathie Lindstadt,Mikey Pounds,Becca Brandt,Les Mahoney",ACTOR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marriage of Lies,MOVIE,2016.0,83.0,"['drama', 'thriller', 'documentation']",5.0,"April Bowlby,Corin Nemec,Jessica Williams,Virginia Williams,Madison Iseman,Ryan Bittle,Brody Hutzler,Eric Scott Woods,Marcia Ann Burrs,Monique A. Green,Danny J. Boyle",ACTOR,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Burden,MOVIE,2016.0,88.0,['documentation'],5.933656114214774,"Chris Burden,Marina Abramović,Vito Acconci,Larry Bell,Billy Al Benston,Timothy Marrinan,Richard Dewey",ACTOR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eat the World with Emeril Lagasse,SHOW,2016.0,27.0,"['reality', 'documentation']",7.9,Emeril Lagasse,ACTOR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Saved by Grace,MOVIE,2016.0,85.0,"['drama', 'comedy']",5.9,"Joey Lawrence,Muse Watson,Robin Riker,Catalina Rodriguez,Candice Michele Barley,Zachary Legendre,Johnny Remo",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Soldiers of the Damned,MOVIE,2015.0,99.0,"['thriller', 'war', 'action', 'horror']",3.7,"Gil Darnell,Miriam Cooke,Tom Sawyer,Nicky Bell,Jason Kennedy,Mark Fountain,Lucas Hansen,Matthew John Morley,Natalia Ryumina,Andrei Zayats,Oleg Hill,Renny Krupinski,Mark Nuttall",ACTOR,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Americana,MOVIE,2016.0,81.0,['drama'],5.3,"Kelli Garner,Jack Davenport,Peter Coyote,David Call,Frank Mosley,Lily Luong,Darren Bridgett,Martine Moore,Melinda Meeng,Jennifer Stuckert,Cathy Fithian,Michael Kasin,Asher Lyons,Joshua Schell,Zachary Shedd",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cassanova Was a Woman,MOVIE,2016.0,113.0,['comedy'],5.7,Kevin Arbouet,DIRECTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lift Me Up,MOVIE,2015.0,108.0,"['drama', 'family']",5.7,"Sarah Frangenberg,Todd Cahoon,Shane Harper,Gene Gabriel,Jacob Patrick,Chris Browning,Kathryn McCormick,Antonio D. Charity,Rafael de la Fuente,Maureen McCormick,Monica Olive,Henderson Wade,Robert Palmer Watkins,Brian Zarin,Mark Cartier",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Passing Season,MOVIE,2016.0,75.0,['drama'],7.5,"Elizabeth Alderfer,Gayle Rankin,Brian J. Smith,Christopher Murney,Derek Goh,Patrick Murney,Nick Choksi,Gabriel Long",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Prayer Never Fails,MOVIE,2016.0,99.0,"['family', 'drama']",5.0,"Nick Lashaway,Clifton Davis,Corbin Bernsen,Lynn Whitfield,Eric Roberts,Lorenzo Lamas,Cathy Lee Crosby,Wes Miller",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
There Is Many Like Us,MOVIE,2015.0,85.0,"['documentation', 'drama', 'history', 'war']",8.1,"Eric Roberts,Tyler Mauro,Kayleigh Gilbert,Michael Girgenti,Gabriel Aronson,Josh Webber",ACTOR,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Fuzzy Puppet,SHOW,2015.0,22.0,['family'],7.8,Brandon Kaplan,ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Timber the Treasure Dog,MOVIE,2016.0,89.0,"['action', 'family']",4.7,"Wilford Brimley,Kix Brooks,Rib Hillis,Jessica Morris,Vernon Wells,Casey Fitzgerald,Ari Novak",ACTOR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Dil Dhadakne Do,MOVIE,2015.0,170.0,"['drama', 'comedy', 'romance']",7.0,"Anil Kapoor,Priyanka Chopra Jonas,Shefali Shah,Ranveer Singh,Anushka Sharma,Rahul Bose,Farhan Akhtar,Aamir Khan,Vikrant Massey,Abdul Quadir Amin,Ayesha Raza,Zarina Wahab,Pawan Chopra,Sarah Hashmi,Ikhlaq Khan,Dolly Minhas,Manoj Pahwa,Ivan Rodrigues,Vandana Sajnani,Parmeet Sethi,K.C. Shankar,Shireesh Sharma ,Ridhima Sud,Zoya Akhtar",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Martin Lawrence Doin’ Time,MOVIE,2016.0,60.0,['comedy'],5.3,"Martin Lawrence,David Raynr",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The C-Word,MOVIE,2015.0,90.0,['drama'],7.5,"Sheridan Smith,Paul Nicholls,Rebekah Staton,Michael Maloney,Susannah Fielding,Stephanie Vogt,Tom Hutch,Chrissie Cotterill,Haydn Gwynne,Silas Carson,Orla Fitzgerald,Tim Kirkby",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Giant,MOVIE,2016.0,86.0,"['drama', 'sport', 'european']",6.5,"Christian Andrén,Johan Kylén,Anna Bjelkerud,Linda Faith,Amin Alabadi,Ola Bjurman,Birgitta Blad,Bengt Carlsson,Joachim Carlsson,Axel Danielsson,Lasse Dithmar,Leif Edlund,Pia Edlund,Stina Elinderson,Niclas Fransson,Johannes Nyholm",ACTOR,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Beyond Paradise,MOVIE,2015.0,101.0,"['romance', 'drama']",5.7,"Ryan Guzman,Spencer Grammer,Daphne Zuniga,Francia Raisa,Rome Shadanloo,Christopher Maleki,Max Amini,Mel Fair,Yareli Arizmendi,Ali Olomi,J.J. Alani",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Sacred Heart,MOVIE,2016.0,91.0,['drama'],6.5,"David Field,Kipan Rothbury,Lizzie Schebesta,Barbara Gouskos,Panda Likoudis",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Black Widows,MOVIE,2016.0,78.0,"['comedy', 'action']",5.8,"Terri Treas,Michele Scarabelli,Aleksandar Popović,Jordan Elizabeth,Brigitte Graham,Shelby Kocee,Venita Ozols-Graham",ACTOR,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Bachelor Games,MOVIE,2016.0,86.0,"['horror', 'comedy', 'action', 'thriller']",4.4,"Charlie Bewley,Jack Gordon,Jack Doolan,Obi Abili,Mike Noble,Daniel Elías,Edward McGown",ACTOR,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Troy the Train of Car City,SHOW,2016.0,11.0,"['animation', 'family']",7.8,"Malina Germanova,Charles Courcier",ACTOR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Oru Naal Koothu,MOVIE,2016.0,134.0,"['drama', 'romance', 'comedy']",6.8,"Dinesh Ravi,Mia George,Nivetha Pethuraj,Dev,Riythvika,Karunakaran,Ramesh Thilak,Charle,Balasaravanan,Nagineedu Vellanki,Munishkanth,Swaminathan,E. Ramadoss, Nelson Venkatesan",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
A Year and Change,MOVIE,2015.0,93.0,"['comedy', 'drama']",6.2,"Bryan Greenberg,Claire van der Boom,T.R. Knight,Jamie Hector,Kat Foster,Jamie Chung,Natasha Rothwell,Drew Shugart,Dan Thiel,Kate Sanford,Stephen Suettinger",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Zeta,MOVIE,2016.0,103.0,"['drama', 'european']",4.7,"Diego Germini,Salvatore Esposito,Jacopo Olmo Antinori,Irene Vetere,Eradis Josende Oberto,Francesco Siciliano,Massimiliano Gallo,Gianluca Di Gennaro,Cristian Sciuva,Fedez,Aldo Vinci,Mia Benedetta,Sebastiano Gavasso,Edy Angelillo,Salmo,Indri Qyteza Shiroka,Alina Person,J-Ax,Tormento,Angelica Granato Renzi,Manuela Morabito,Andrealuna Posocco,Noema Pasquali,Yaser Mohamed Merisi,Metal Carter,Ensi,Shade,Clemente Maccaro,Baby K,Mario Molinari,Rancore,Lowlow,Noyz Narcos,Briga,Rocco Hunt,Shablo,Duke Montana,Cosimo Alemà",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Lost in the Sun,MOVIE,2015.0,95.0,"['drama', 'thriller', 'crime', 'action']",6.0,"Josh Duhamel,Josh Wiggins,Lynn Collins,Emma Fuhrmann,Larry Jack Dotson,Mylinda Royer,Margaret Bowman,Timothy Fall,Teagan Jai Boyd,Deborah Abbott,Heather Danner,June Griffin Garcia,Serina Dennis,Ginger Joy Iconos,Catherine Lawrence Kinslow,Robert Johnson,Trey Nelson",ACTOR,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
Wajah Tum Ho,MOVIE,2016.0,136.0,"['thriller', 'romance', 'drama']",4.4,"Sharman Joshi,Rajneesh Duggal,Sana Khaan,Gurmeet Choudhary,Prarthana Behere,Himmanshoo Malhotra,Leena Kapoor,Sherlyn Chopra,Zareen Khan,Vishal Pandya",ACTOR,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Germans & Jews - Eine neue Perspektive,MOVIE,2016.0,76.0,['documentation'],7.6,"Paul Kogan,Wendy Grabel,Margaret Mintz,Herbert Weber,Ariel Cukierman,Dr. Fritz Stern,Rüdiger von Voss,Dr. Wolfgang Huber,Herbert Grönemeyer,Deidre Berger,Rafael Seligmann,Dr. Harald Weltzer,Dr. Barbara Hahn,Rebecca Gop,Christine von Korff,Thorsten Wagner,Rabbi Andreas Nachama,Anya Bukschat,Anetta Kahane,Sandra Anusiewicz-Baer,Dr. Ilya Gop,Dr. Sergey Lagodinsky,Assaf Uni,Arik Hayut,Yuval Halpern,Rabbi Yehuda Teichtal,Susanne Suermondt,Yael Schlesinger,Martina Lüdicke,Lea Oehme,David Bloom,Judith Oehme,Kaspar Herbst,Janina Quint",ACTOR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Crimes of All Hallows' Day,MOVIE,2016.0,79.0,"['horror', 'crime', 'drama', 'thriller', 'european']",5.8,"Alexander Mart,Héctor Escandell,Raquel Falomir,Vicente Torres,Vicente Torres,Héctor Escandell",ACTOR,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
Bear with Us,MOVIE,2016.0,94.0,['comedy'],6.7,"Lea DeLaria,Christy Carlson Romano,Cheyenne Jackson,Alex McKenna,Alice Ripley,Curtiss Cook,Kevin Carolan,Mark O'Sullivan,William J. Stribling",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Terror Birds,MOVIE,2016.0,90.0,"['scifi', 'horror', 'comedy', 'thriller', 'action']",3.5,"Jessica Keller,Lindsey Sporrer,Greg Evigan,Leslie Easterbrook,Dillon Cavitt,Evan Miller,Sarah Joy Byington,Heath Allyn,Mark Hanson,Craig Nigh,Sam Stinson,Sean Cain",ACTOR,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Christmas With the Karountzoses,MOVIE,2015.0,110.0,['comedy'],6.0,"Nicole Laino,Kee Broussard,Angelo Tsarouchas,George Kosturos,Jon Alexi,John Copeland,Seth Ruffer,Robert Krantz,Robert Krantz,J. J. Englert",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gone Tomorrow,MOVIE,2015.0,90.0,"['drama', 'thriller', 'crime']",4.6,"Christopher Russell,Chad Connell,Chuck Shamata,Scott Gibson,Carlos Gonzalez-Vio,Kirsten Comerford,Anthony Ulc,Aniko Kaszas,Jordan Brown",ACTOR,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
48 Hours to Live,MOVIE,2016.0,100.0,"['crime', 'music', 'thriller']",4.1,"James Maslow,Tommy Flanagan,Danielle Savre,Cody Longo,Jade Tailor,Madison Iseman,Spencer Neville,Michael Roark,Matthew Espinosa,Niatia 'Lil Mama' Kirkland,Benny Boom",ACTOR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Wrong Swipe,MOVIE,2016.0,85.0,['thriller'],4.8,"Blake Berris,Anna Hutchison,Stacey Moseley,Philipp Karner,Karissa Lee Staples,Kevin Joy,Eric Scott Woods,Ted King,Art Napiontek,Rebecca Ocampo,Heather Karasek,Bobby T,Rhys Ward,Jill Whelan,Matthew Leutwyler",ACTOR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equal Means Equal,MOVIE,2016.0,93.0,"['documentation', 'history']",5.5,"Gloria Steinem,Eleanor Smeal,Lakshmi Puri,Sarah Slamen,Rita Henley Jensen,Kevin Noble Maillard,Lenora Lapidus,Kelly Mulldorfer,André Dawson,Donald Farish,Ugoji Eze,Heidi Rummel,Stephanie Richard,Jessica Neuwirth,Dina Bakst,Carolyn Maloney,Terry O’Neill,Lois Lee,Kim Biddle,Kamala Lopez",ACTOR,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Machine,MOVIE,2016.0,39.0,['scifi'],5.933656114214774,"Siddharth Menon,Loveleen Mishra,Twinkle Patel,Anjum Rajabali,Arati Kadav",ACTOR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deep Water: The Real Story,MOVIE,2016.0,87.0,"['documentation', 'crime']",7.3,Amanda Blue,DIRECTOR,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Papanasam,MOVIE,2015.0,181.0,"['thriller', 'drama']",8.4,"Kamal Haasan,Gautami Tadimalla,Kalabhavan Mani,Asha Sarath,Nivetha Thomas,Ananth Narayan Mahadevan,Esther Anil,Roshan Basheer,Charle,Delhi Ganesh,M. S. Bhaskar,Shanthi Williams,Vaiyapuri,Ilavarasu,Arul Dass,Sree Raam,Abhishek Vinod,Jeethu Joseph",ACTOR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Seeking Dolly Parton,MOVIE,2015.0,97.0,"['romance', 'drama', 'comedy']",5.4,"Kacey Clarke,Anya Monzikova,Michael Worth,Michael Worth",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Fitoor,MOVIE,2016.0,131.0,"['drama', 'romance']",5.4,"Tabu,Katrina Kaif,Aditya Roy Kapur,Rahul Bhat,Akshay Oberoi,Lara Dutta,Ajay Devgn,Aditi Rao Hydari,Tunisha Sharma,Rochelle Rao,Jason Shah,Suchitra Pillai,Abhishek Kapoor",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Sardaarji,MOVIE,2015.0,141.0,"['comedy', 'fantasy', 'horror', 'romance']",6.3,"Diljit Dosanjh,Neeru Bajwa,Mandy Takhar,Jaswinder Bhalla,Amrit Pal,Ali Kazmi,Anita Kailey,Sanju Salonki,Jatinder Lall,Sarah Sidhu,Hannah Henney,Navdeep Dhillon,Punam Randhawa,Bhavkhandan Singh Rakhra,Jas Heer,Carolyn Sadowska,Janjot Singh,Dolly Saddal,Baljit Zakhmi,Baljinder Darapuri,Jaswinder Chinda,Jessie Kandola,Aisling Goodman,Tyrell Yobel,Amanda Jean McIntyre,Balraj Bassi,Darshan Mann,Nutan Thakur,Lakhwinder Sandhu,Harish Masand,Sandy Khanzode,Kulraj Lally,Sahir Sood,Clark Strom,Darren Andrichuk,Michasha Armstrong,Jessica Singh,Logan Tarasoff,Melanie Chevrier,Dave Peniuk,Sonam Bajwa,Adrienn W. Grange,Aghigh Rabie,Melanie Chan,Trent Pryor,Mohammed Rashead,Laurie Empey,Amritpal Chhotu,Natasha Sharma,Rohit Jugraj",ACTOR,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
The Pickle Recipe,MOVIE,2016.0,97.0,['comedy'],6.2,"Jon Dore,Lynn Cohen,Miriam Lee,David Paymer,Eric Edelstein,Michael Barbee,Wayne E. Brown,Mark Aaron Buerkle,Cameron Cullers,Judy Dery,Richard Goteri,Taylor Groothuis,Linda Marie Howell,Brandon Matthew Layne,Danielle Madgy,Ashley Noel,Connie Sacco,Sharon Spencer,Lily Talevski,Lynch R. Travis,Tom Vallis,Hannah Dale VanHeulen,Joe Yau,Jean Zarzour,Billie Rae Bates,Anthony Leger,Michael Manasseri",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Through The Shadow,MOVIE,2015.0,105.0,"['horror', 'thriller']",5.1,"Virginia Cavendish,Domingos Montagner,Mel Maia,Ana Lúcia Torre,Xande Valois,Alexandre Varella,Dandara Mariana,Isabel Guéron,Michel Gomes,Romeu Evaristo,Dja Marthins,Éder Montalvão,Maria Lídia Fonseca da Costa,Walter Lima Jr.",ACTOR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tear the Roof Off-the Untold Story of Parliament Funkadelic,MOVIE,2016.0,57.0,"['documentation', 'music']",6.6,"Debbie Wright,Gary Shider,Cordell Mosson,Bobby J. Brown",ACTOR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Der Lack ist ab,SHOW,2015.0,10.0,"['comedy', 'romance', 'drama', 'european']",7.2,"Kai Wiesinger,Bettina Zimmermann,Ben Becker,Silke Bodenbender,Anja Kling,Luise Befort,Kai Wiesinger",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
Fatal Flip,MOVIE,2015.0,90.0,['thriller'],4.7,"Dominique Swain,Mike Faiola,Michael Steger,Tatyana Ali,Maureen Bharoocha",ACTOR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antarctica: Ice & Sky,MOVIE,2015.0,89.0,"['documentation', 'european']",6.8,"Claude Lorius,Michel Papineschi,Luc Jacquet",ACTOR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hobo Heyseus,MOVIE,2016.0,89.0,['drama'],6.3,"Raymond Turturro,Tracy Nichole Cring,Jon Russell Cring",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cider with Rosie,MOVIE,2015.0,90.0,"['comedy', 'drama']",6.4,"Samantha Morton,Timothy Spall,June Whitfield,Shola Adewusi,Finn Bennett,Bebe Cave,Archie Cox,Annette Crosbie,Emma Curtis,Jessica Hynes,Billy Howle,Ruby Ashbourne Serkis,Philippa Lowthorpe",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Demonte Colony,MOVIE,2015.0,116.0,"['horror', 'thriller']",7.0,"Arulnithi,Ramesh Thilak,Sananth,Abhishek Joseph,Antil Jaaskalinen,M. S. Bhaskar,Inigo,Jangiri Madhumitha,Arunpandian,Singampuli,Ram Vaitheeswaran,Yogi Babu,R. Ajay Gnanamuthu",ACTOR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dan Levy: Lion,MOVIE,2016.0,61.0,['comedy'],4.8,"Dan Levy,Samuel Brownfield",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
To Keep the Light,MOVIE,2016.0,88.0,"['drama', 'history']",6.2,"Jarlath Conroy,Meagen Fay,Gabe Fazio,Erica Fae,David Patrick Kelly,Wass Stevens,Erica Fae",ACTOR,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Battle Of Chosin,MOVIE,2016.0,113.0,['documentation'],5.933656114214774,"Michael Murphy,Douglas MacArthur,Mao Zedong,Randall MacLowry",ACTOR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Call of Heroes,MOVIE,2016.0,120.0,"['action', 'thriller', 'crime']",6.4,"Lau Ching-wan,Louis Koo,Eddie Peng,Wu Jing,Maggie Jiang,Quan Yuan,Liu Kai-Chi,Philip Keung,Xing Yu,Berg Ng,Sun Jiaolong,Sammy Hung,Chen Shengwei,He Gang,Wang Shengli,Sammo Hung,Li Jing,Chun Kit Chang,Edward Ma,Sula Wenya,De Long,Benny Chan",ACTOR,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Seduced,MOVIE,2016.0,84.0,"['thriller', 'drama']",4.5,"Elisabeth Röhm,Jon Prescott,Julie Mond,Robert Mailhouse,Jessica Amlee,April Audia,Tanner Stine,Rick Chambers,Holly Kaplan,Jessica Janos",ACTOR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Girl & Three Sweethearts,SHOW,2016.0,50.0,"['drama', 'comedy', 'romance']",7.1,"Mirei Kiritani,Kento Yamazaki,Shohei Miura,Shuhei Nomura,Junko Abe,Nanao,Sakurako Ohara,Kenta Hamano,Hinako Sano,Marie Iitoyo,Kotaro Yoshida",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Double Daddy,MOVIE,2015.0,85.0,"['thriller', 'drama', 'romance']",5.8,"Mollee Gray,Brittany Curran,Cameron Palatas,Maeve Quinlan,René Ashton,Boyd Kestner,Lucy Sheftall,Robert Curtis Brown,Darin Heames,Hutch Dano,Felisha Cooper,Anne-Marie Johnson,Tyson Sullivan,Natalie Salins,Nalini Sharma,Charles Christopher,Joel Halstead,Glenn Gordon,Kaylee Bryant,Enslee Moore,Lee Friedlander",ACTOR,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Horse Camp,MOVIE,2015.0,108.0,"['drama', 'family']",5.2,"Jordan Trovillion,Dean Cain,Sherryl Despres,Dana Blackstone,Annelyse Ahmad,Joshua Ray Bell,Carl Harry Carlson,Kristin Mellian,Joel Paul Reisig,Kristen Ryda,Rachel Sowers,Joel Paul Reisig",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
On Meditation,MOVIE,2016.0,110.0,"['documentation', 'history']",7.5,"David Lynch,Giancarlo Esposito,Peter Matthiessen,Russell Simmons,Rebecca Dreyfus",ACTOR,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Almost Adults,MOVIE,2016.0,90.0,"['romance', 'comedy', 'drama']",5.7,"Natasha Negovanlis,Elise Bauman,Justin Gerhard,Winny Clarke,Mark Matechuk,David John Phillips,Raechele Lovell,Meredith Heinrich,Daryl Marks,Delphine Roussel,Neil Affleck,Christina Song,Gwenlyn Cumyn,Jordan Watson,Gráinne O'Flynn,Alys Crocker,Danny Bruzzi,Dave Roberts,Sarah Rotella",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Dark Intentions,MOVIE,2015.0,90.0,"['thriller', 'drama', 'horror']",5.3,"Sara Rue,Ashley Bell,Dean Geyer,Denise Crosby,Alex Essoe,Harry Van Gorkum,Anjali Bhimani,Reagan Pasternak,Chris Sivertson",ACTOR,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Velainu Vandhutta Vellaikaaran,MOVIE,2016.0,138.0,"['romance', 'comedy']",5.9,"Vishnu Vishal,Nikki Galrani,Soori,Adukalam Naren,Ravi Mariya,Robo Shankar,Vaiyapuri,Swaminathan,Rajendran,Kumki Ashwin,Nikesh Ram,Reshma Pasupuleti,Saravana Subbiah,Krishnamoorthy,Bava Lakshmanan,Vittal,Sanjana Singh,Ezhil",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Deadly Pursuit,MOVIE,2015.0,90.0,['thriller'],3.9,"Victoria Pratt,K.C. Clyde,Vanessa Vander Pluym,Gildart Jackson,John Murlowski",ACTOR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Snowy Day,MOVIE,2016.0,38.0,"['animation', 'family']",7.5,"Laurence Fishburne,Regina King,Donielle T. Hansley Jr.,Jamie-Lynn Sigler,Angela Bassett,Landon Gimenez,Karen Huie,Robert Costanzo,Noah Weisberg,Brian George,Ian Alexander Jr.,Jamie Badminton,Rufus Blacklock",ACTOR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Spirit of the Game,MOVIE,2016.0,97.0,['drama'],5.3,"Aaron Jakubenko,Kevin Sorbo,Anna McGahan,Wade Briggs,Hannah Cliff,Emilie Cocquerel,Darran Scott",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
