title,type,release_year,runtime,genres,imdb_score,name,role,thriller,scifi,animation,documentation,history,western,war,sport,action,romance,horror,crime,comedy,drama,music,reality,fantasy,family,european
Ladybird Ladybird,MOVIE,1994.0,101.0,['drama'],7.4,"Crissy Rock,Vladimir Vega,Sandie Lavelle,Mauricio Venegas,Ray Winstone,Clare Perkins,Jason Stracey,Luke Brown,Lily Farrell,Scottie Moore,Linda Ross,Kim Hartley,Jimmy Batten,Sue Sawyer,Pamela Hunt,Alan Gold,James Bannon,Caroline Conway,Ali De Souza,Deirdre Edwards,Lucie Fitchett,Sue Gifford,Arbel Jones,Tom Keller,Terence Maynard,Nick Miles,Yvonne Riley,Bruce Alexander,Ken Loach",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kuch Kuch Hota Hai,MOVIE,1998.0,185.0,"['drama', 'romance', 'comedy']",7.6,"Shah Rukh Khan,Kajol,Rani Mukerji,Salman Khan,Farida Jalal,Archana Puran Singh,Himani Shivpuri,Johnny Lever,Anupam Kher,Reema Lagoo,Sana Saeed,Parzaan Dastur,Neelam Kothari,Geeta Kapoor,Farah Khan,Manish Malhotra,Nikkhil Advani,Karan Johar",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Beautiful,MOVIE,2000.0,112.0,"['comedy', 'drama']",5.5,"Minnie Driver,Joey Lauren Adams,Hallie Kate Eisenberg,Kathleen Turner,Leslie Stefanson,Bridgette Wilson-Sampras,Kathleen Robertson,Michael McKean,Gary Collins,Linda Hart,Brent Briscoe,Colleen Rennison,Jacqueline Steiger,Sylvia Short,Herta Ware,Ali Landry Monteverde,Robin Bobeau,Chuti Tiu,Samantha Harris,Dawn Forrester,Julie Condra,Jessica Collins,Deborah Kellner,Brent Huff,Charles Dougherty,Shawn Christian,Margaret Emery,Irene Roseen,Mark Christensen,William Forward,Elizabeth Lang,Alexander Folk,Lu Elrod,Adilah Barnes,Cindy Montoya-Picker,Landry Allbright,Lorna Scott,Mary E. Thompson,Rosine 'Ace' Hatem,Claire Benedek,Dale Raoul,Robert Phelps,Jordan Lund,Warren Munson,Keli Daniels,Susan Segal,Annabella Price,Sydney Berry,Ken Baldwin,Spice Williams-Crosby,Jenny Seeger,Courtney Clark,Lisa Kouchak,Kimberly Jameson,Sara McKinney,Megan Stephens,Lindsay Lopez,Kelly Crandall,Rhonda Kaufman,Keli Murphy,Natalie Mills,Jennifer Lee Keyes,Tracie Burton,Katie Tate,Diane Mizota,Faune Chambers,Laurie Sposit,Cher Aslor,Bermina Jackson,Kimberly Lyon,Elizabeth Myers,Kristin McQuaid,Katie Miller,Sergio Carbajal,Bryan Anthony,Timothy Anderson,Zachary Woodlee,Elward Jellison,Nikita Ager,Pratima Anaé,Ben Bode,Greg Bronson,Brittany Crutchfield,Daniel Dehring,Phil Hawn,Nichole Telck,Sally Field",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Eddie Izzard: Definite Article,MOVIE,1996.0,109.0,['comedy'],5.933656114214774,"Eddie Izzard,Ed Bye",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bedrooms and Hallways,MOVIE,1998.0,96.0,"['romance', 'comedy', 'drama']",6.7,"Kevin McKidd,Julie Graham,Simon Callow,Con O'Neill,Harriet Walter,Christopher Fulford,James Purefoy,Jennifer Ehle,Tom Hollander,Hugo Weaving,Paul Higgins,Wendy Adams,Philip Delancy,Merelina Kendall,Rose Troche",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Once Upon a Time in China III,MOVIE,1993.0,112.0,"['action', 'history']",6.7,"Jet Li,Rosamund Kwan,Max Mok Siu-Chung,Xiong Xin-Xin,Liu Xun,John Wakefield,Chiu Chin,Cunzhuang Ge,Meng Chin,Wong Tak-Yan,Zhang Chunzhong,Tsui Hark",ACTOR,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
For My Daughter's Honor,MOVIE,1996.0,88.0,['drama'],6.2,"Gary Cole,Nicholle Tom,Alyson Hannigan,Sara Rue,Mac Davis,Mary Kay Place,Tom Virtue,Teddi Siddall,Jane Leigh Connelly,Abraham Alvarez,Cliff Bemis,John H. Evans,Pamela Clay,Sheeri Rappaport,Alan Metzger",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Molokai: The Story of Father Damien,MOVIE,1999.0,109.0,"['drama', 'european']",6.8,"David Wenham,Jan Decleir,Kate Ceberano,Sam Neill,Derek Jacobi,Alice Krige,Kris Kristofferson,Leo McKern,Peter O'Toole,Tom Wilkinson,Aden Young,Chris Haywood,George O'Hanlon Jr.,Thom Hoffman,Michaël Pas,Dirk Roofthooft,Paul Cox",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Tick Tock,MOVIE,2000.0,90.0,"['thriller', 'drama', 'crime']",5.7,"Megan Ward,Kristin Minter,Linden Ashby,John Ratzenberger,David Dukes,Hedy Burress,Sarah Kaite Coughlan,Kevin Tenney",ACTOR,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Slappy and the Stinkers,MOVIE,1998.0,78.0,"['family', 'action', 'comedy']",4.9,"BD Wong,Bronson Pinchot,Jennifer Coolidge,Joseph Ashton,Gary LeRoi Gray,Carl Michael Lindner,Scarlett Pomers,Travis Tedford,Bodhi Elfman,Jamie Donnelly,Barnet Kellman",ACTOR,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Liz: The Elizabeth Taylor Story,SHOW,1995.0,89.0,['drama'],5.933656114214774,"Nigel Havers,Angus Macfadyen,Katherine Helmond,Kevin McCarthy,Ray Wise,Charles Frank,Michael McGrady,Corey Parker,Eric Gustavson,Christine Healy,Daniel McVicar,William McNamara,Sherilyn Fenn,Kevin Connor",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Intern,MOVIE,2000.0,90.0,['comedy'],4.4,"Dominique Swain,Ben Pullen,Peggy Lipton,Joan Rivers,Kathy Griffin,Anna Levine,Paulina Porizkova,Bill Raymond,David Deblinger,Billy Porter,James Urbaniak,Rocco Sisto,Anson Scoville,Dwight Ewell,André Leon Talley,Alexia Landeau,Samia Shoaib,Mary Wigmore,Victor Varnado,Tristine Skyler,Cameron Hiller,Shannon Burkett,John McClune,Will Kopelman,Richard Sinnott,Jill Kargman,Donna Hanover,Nell Campbell,Kidada Jones,Ryan Browning,Tommy Hilfiger,Elizabeth Saltzman,Frederic Fekkai,Alexandra Villa,Lauren Aserski,Cynthia Rowley,Kenneth Cole,John Bartlett,Kevyn Aucoin,Simon Doonan,Phillip Bloch,Diane von Fürstenberg,Janine Barris,Dar Billingham,Tina Casciani,Nancy Ding,Gwyneth Paltrow,Eliot Sash,Michael Lange",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Forever Mine,MOVIE,1999.0,113.0,"['thriller', 'romance', 'crime', 'drama']",5.2,"Joseph Fiennes,Ray Liotta,Gretchen Mol,Vincent Laresca,Myk Watford,Lindsey Connell,Reagan Pasternak,Sean Cw Johnson,Shawn Proctor,Russell Blackwell,Jocelyn Snowdon,Kevi Katsuras,Shannon Lawson,Ronald Knight,Ginger King,Paulette Sinclair,Robert Dodds,Scott Wickware,John Henry Canavan,Christian Potenza,Rick Quitana,John Nelles,Catherine Hayos,James McCauley,Tim Post,Matt Birman,Jill Curran,Thomas Livezey,Alison MacLeod,Peter Millard,Gustavo Perez,Paul Schrader",ACTOR,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
Sahara,MOVIE,1995.0,106.0,"['action', 'war']",6.7,"Jim Belushi,Jerome Ehlers,Mark Lee,Michael Massee,Robert Wisdom,Angelo D'Angelo,Todd MacDonald,Julian Garner,Alan David Lee,Simon Westaway,Paul Empson,William Upjohn,David Slingsby,Claus Dyson,Mark Gerber,Simon Elrahi,Brian Trenchard-Smith",ACTOR,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Storm Chasers: Revenge of the Twister,MOVIE,1998.0,96.0,['action'],3.8,"Kelly McGillis,Wolf Larson,Liz Torres,Adrian Zmed,James MacArthur,Mark Sobel",ACTOR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Unforgivable,MOVIE,1996.0,95.0,['drama'],6.4,"John Ritter,Harley Jane Kozak,Kevin Dunn,Susan Gibney,Gina Philips,Mariangela Pino,Aaron Leigh,Elisabeth Lund,James McDaniel,Steven Anderson,Douglas Caputo,Michael Flynn,Carmen Fournier,Frank Gerrish,Graeme Campbell",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Desert Blue,MOVIE,1999.0,90.0,"['drama', 'comedy']",6.1,"Casey Affleck,Kate Hudson,Brendan Sexton III,Christina Ricci,Ethan Suplee,Sara Gilbert,Peter Sarsgaard,John Heard,Isidra Vega,Rene Rivera,Lee Holmes,Lucinda Jenney,Daniel von Bargen,Michael Ironside,Aunjanue Ellis,Fred Schneider,Liev Schreiber,Richmond Arquette,Morgan J. Freeman",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Fast Getaway,MOVIE,1991.0,86.0,"['crime', 'action']",5.933656114214774,"Corey Haim,Cynthia Rothrock,Leo Rossi,Ken Lerner,Marcia Strassman,Shelli Lether,Tabitha Thompson,Jack North,Kim Peach,Jeff Olson,Richard Jewkes,Bernie Pock,Corky Edgar,Spiro Razatos",ACTOR,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Mad at the Moon,MOVIE,1992.0,98.0,"['western', 'horror', 'romance']",5.0,"Mary Stuart Masterson,Hart Bochner,Fionnula Flanagan,Daphne Zuniga,Cec Verrell,Melissa Moore,Reed Hollister,Barbara Dow,Alix Koromzay,Colin Firth,Martin Donovan",ACTOR,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Grateful Dawg,MOVIE,2000.0,81.0,"['music', 'documentation']",7.2,"Jerry Garcia,David Grisman,Gillian Grisman",ACTOR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gamera 3: Revenge of Iris,MOVIE,1999.0,108.0,"['fantasy', 'horror', 'scifi', 'documentation', 'action']",7.1,"Shusuke Kaneko,Shinji Higuchi,Kazunori Ito,Ai Maeda,Shinobu Nakayama,Ayako Fujitani,Akira Ohashi,Yumika Hayashi,Makoto Kamiya,Hirofumi Fukuzawa,Hideaki Anno,Masayuki,Hideaki Anno",ACTOR,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
The Myth of Fingerprints,MOVIE,1997.0,93.0,"['comedy', 'romance', 'drama']",6.0,"Blythe Danner,James Le Gros,Julianne Moore,Roy Scheider,Noah Wyle,Hope Davis,Laurel Holloman,Michael Vartan,Brian Kerwin,Chris Bauer,Arija Bareikis,Christopher Duva,Kelsey Gunn,Bart Freundlich",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Hurricane Streets,MOVIE,1997.0,86.0,"['romance', 'crime', 'drama']",6.3,"Brendan Sexton III,Antoine McLean,Mtume Gant,Carlo Alban,David Roland Frank,Heather Matarazzo,Adrian Grenier,Morgan J. Freeman",ACTOR,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
Stormswept,MOVIE,1995.0,93.0,"['horror', 'drama']",3.6,"Melissa Moore,Kathleen Kinmont,Kim Kopf,Julie Hughes,Justin Carroll,Lorissa McComas,Hunt Scarritt,Michele Marsh,Kelly Collins Lintz,David I. Frazer",ACTOR,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A Woman Scorned: The Betty Broderick Story,MOVIE,1992.0,96.0,"['thriller', 'drama']",7.1,"Meredith Baxter,Stephen Collins,Michelle Johnson,Kelli Williams,Stephen Root,Lori Hallier,Christine Jansen,Debra Jo Rupp,Tricia O'Neil,Ralph Bruneau,Clayton Landey,Dick Lowry",ACTOR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mandela,MOVIE,1996.0,118.0,"['history', 'documentation']",6.8,"Nelson Mandela,Winnie Mandela,F.W. de Klerk,Eugene Terre'Blanche,Angus Gibson,Jo Menell",ACTOR,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Badlanders,MOVIE,1992.0,90.0,"['scifi', 'action']",2.6,"James Phillips,Michael M. Foley,Deborah Thompson Duda,Dave Bean,Jack Willcox,Rhino Michaels,Frankie Ray,Kim Kopf,Joycelyne Lew,William Frederick Knight,Armand Gazarian",ACTOR,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cover-Up,MOVIE,1991.0,90.0,"['thriller', 'action']",4.3,"Dolph Lundgren,Louis Gossett Jr.,Lisa Berkley,John Finn,Gil Kopel,Howard Rypp,Ofer Lehavi,Zadok Zarum,Oren Neeman,Sharon Hacohen,Mati Seri,Dor Zweigenboim,Mark Harrison,Manny Coto",ACTOR,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Omega Code,MOVIE,1999.0,100.0,"['horror', 'thriller', 'scifi', 'action', 'fantasy']",3.5,"Casper Van Dien,Michael York,Catherine Oxenberg,Michael Ironside,Jan Tříska,Stella Vordemann,Devon Odessa,William Hootkins,Robert Ito,Janet Carroll,George Coe,Ravil Isyanov,Ayla Kell,Walter Williamson,Ross McKerras,Steve Franken,Alec Murdock,Jules Mandel,Nicole Forester,Terry Rhoads,Drenda Spohnholtz,Robert O'Reilly,Robert F. Lyons,Sabrina Marinucci,Oded Teomi,Liron Levo,Yehuda Efroni,Marcio Rosario,Robert Marcarelli",ACTOR,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Monarch,MOVIE,2000.0,109.0,"['drama', 'horror', 'thriller', 'history']",5.5,"Jean Marsh,James Coombes,T. P. McKenna,John Walsh",ACTOR,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Howling: New Moon Rising,MOVIE,1995.0,90.0,['horror'],5.933656114214774,"John Ramsden,Ernest Kester,Clive Turner,Jack Huff,Elizabeth Shé,Jaqueline Armitage,Clive Turner",ACTOR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Calling,MOVIE,2000.0,89.0,"['horror', 'european', 'thriller']",4.3,"Laura Harris,Richard Lintern,Francis Magee,Alex Roe,Alice Krige,John Standing,Peter Waddington,Richard Caesar",ACTOR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Eddie Izzard: Glorious,MOVIE,1997.0,99.0,['comedy'],5.933656114214774,"Eddie Izzard,Mac McDonald,Rhona Mitra,Peter Richardson",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sins of Desire,MOVIE,1993.0,87.0,"['thriller', 'crime']",4.1,"Tanya Roberts,Delia Sheppard,Jay Richardson,Nick Cassavetes,Jan-Michael Vincent,Pamela Pond,Gail Harris,Lou Bonacki,Ace Mask,Monique Parent,Becky LeBeau,Carrie Stevens,Jeana Wilson,Roberta Vasquez,Jim Wynorski",ACTOR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Contract Killer,MOVIE,1998.0,103.0,"['comedy', 'thriller', 'action', 'crime']",6.1,"Jet Li,Eric Tsang,Simon Yam,Gigi Leung,Timmy Ho,Kim Yip Kwong-Kim,Frankie Ng,John Ching Tung,Keiji Sato,Paul Rapovski,Hideri Meiken,Kenji Sahara,Lui Tat,Jude Poyer,Law Shu-Kei,Frankie Chi-Hung Ng,Ta Lei,Shing-Hung Leung,Sam Kai-Sen Huang,Dion Lam Dik-On,Tat Chiu Lee,Yuk-San Cheung,Mitsuru Tokashiki,Caponio Nunzio,Fukui Akihiro,Mika Kawanabe,Minori Ikarashi,Masako Enokimaru,Kalo Hiroshi,Stephen Tung Wai",ACTOR,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
Iron Monkey 2,MOVIE,1996.0,92.0,['action'],4.6,"Donnie Yen,Billy Chau,Wu Ma,Steve Benson,Yuan Wen-Qing,Chang Jian-Li,Liu Genghong,He Zhou-Rong,Alan Li Hai-Hsing,Ying Li,Chiu Lo-Kong",ACTOR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wilderness Love,MOVIE,2000.0,89.0,"['comedy', 'family', 'romance']",6.4,"Valerie Bertinelli,Jeffrey Nordling,Brittney Irvin,Ross Malinger,Michael Welch,Andrea Roth,Donnelly Rhodes,Emily Tennant,Jeffrey Reiner",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Priest,MOVIE,1995.0,98.0,"['drama', 'romance']",7.1,"Linus Roache,Tom Wilkinson,Robert Carlyle,Cathy Tyson,Lesley Sharp,Robert Pugh,Christine Tremarco,James Ellis,Tony Booth,Paul Barber,Rio Fanning,Marsha Thomason,Bill Dean,Gilly Coman,Fred Pearson,Jimmy Gallagher,Matyelok Gibbs,John Bennett,Mandy Walsh,Valerie Lilley,Kevin Knapman,Mauricio Venegas,Jimmy Coleman,Antonia Bird",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Eddie Izzard: Unrepeatable,MOVIE,1994.0,75.0,['comedy'],5.933656114214774,"Eddie Izzard,John Gordillo",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Changeling,MOVIE,1993.0,90.0,[],5.933656114214774,"Elizabeth McGovern,Bob Hoskins,Hugh Grant,Sean Pertwee,Adie Allen,Maynard Eziashi,Myrtle Moss,Peter Darling,Leslie Phillips,Simon Curtis",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Last Resort,MOVIE,2000.0,73.0,"['romance', 'drama']",7.2,"Paddy Considine,Dina Korzun,Artyom Strelnikov,Steve Perry,Perry Benson,Katie Drinkwater,Adrian Scarborough,David Auker,Bruce Byron,Paweł Pawlikowski",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Vegas in Space,MOVIE,1991.0,85.0,"['scifi', 'music', 'comedy']",4.4,"Doris Fish,Miss X,Ginger Quest,Ramona Fischer,Lori Naslund,Timmy Spence,Tippi,Frieda Lay,Arturo Galster,Sandelle Kincaid,Tommy Pace,Jennifer Blowdryer,John Canalli,Janice Sukaitis,Jeanette Szudy,Ida Lee,Tracy Hughes,Susan Strong,Matthew Barton,Daniel Crone,Norman Schrader,Susan Kay,Miss Abood,Bondana Jugerman,Scott Lyons,Alexis Rahill,Peter Tedeschi,Thea Clark,Dianne Burgess,Drag,Lisa Michelle Axelrod,Phillip R. Ford",ACTOR,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Serving in Silence: The Margarethe Cammermeyer Story,MOVIE,1995.0,91.0,['drama'],7.0,"Glenn Close,Judy Davis,Jan Rubeš,Wendy Makkena,Susan Barnes,William Converse-Roberts,Colleen Flynn,William Allen Young,Vic Polizos,Eric Dane,Molly Parker,Trevor St. John,Ryan Reynolds,Lance Robinson,Jeff Bleckner",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Masterminds,MOVIE,1997.0,106.0,"['action', 'thriller', 'comedy']",5.2,"Patrick Stewart,Vincent Kartheiser,Brenda Fricker,Bradley Whitford,Matt Craven,Annabelle Gurwitch,Jon Abrahams,Katie Stuart,Michael MacRae,Callum Keith Rennie,Earl Pastko,Jason Schombing,Michael David Simms,David-Paul Grove,Akiko Morison,Teryl Rothery,Roger Christian",ACTOR,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Tim Allen: Rewires America,MOVIE,1991.0,30.0,"['comedy', 'documentation']",5.9,"Tim Allen,Ellen Brown",ACTOR,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Swing Vote,MOVIE,1999.0,90.0,['drama'],5.9,"Andy García,Harry Belafonte,Robert Prosky,Ray Walston,James Whitmore,Kate Nelligan,Milo O’Shea,Albert Hall,Bob Balaban,John Aylward,LisaGay Hamilton,Margaret Colin,Hallie Kate Eisenberg,Tracey Ellis,Michael O'Keefe,Hedy Burress,Michael Jackson,Patty Lotz,Joe Drago,Dale Harimoto,Tom Urich,Don Pugsley,David Anspaugh",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Perez Family,MOVIE,1995.0,113.0,"['romance', 'drama', 'comedy']",6.0,"Marisa Tomei,Alfred Molina,Anjelica Huston,Chazz Palminteri,Trini Alvarado,Ruben Rabasa,Luis Raúl,Vincent Gallo,Celia Cruz,Diego Wallraff,Ellen Cleghorne,Angela Lanza,Bill Sage,Billy Hopkins,Gustavo Laborie,Roberto Escobar,Sarita Choudhury,Glenda Díaz Rigau,Melissa Hickey,Mira Nair,Antoni Corone,Mel Gorham,Sheila Korsi,Mira Nair",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Without Consent,MOVIE,1994.0,93.0,['drama'],6.0,"Jennie Garth,Jill Eikenberry,Tom Irwin,Johnny Galecki,Gene Lythgow,Eric Close,Helen Shaver,Paul Sorvino,Mireille Enos,Alex Morris,Kevin Page,Robert Iscove",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gen-Y Cops,MOVIE,2000.0,85.0,"['action', 'scifi']",4.6,"Anthony Wong,Christy Chung,Edison Chen,Stephen Fung,Sam Lee,Richard Sun Kwok-Ho,Maggie Q,Paul Rudd,Mark Allen Hicks,Vincent Kok,Cheung Tat-Ming,Eric Kot Man-Fai,Rachel Ngan Wing-Sze,Hyper BB,Lee Lik-Chi,Johnnie Guy,Dirk Rommeswinkel,Teresa Maria Herrera,Trudy Cruise,Oliver Worthington,Daniel James Weber,Dave Taylor,Korey J. Cauchon,Skip Wilder,Ricardo Mamood-Vega,Reuben Langdon,Desmond O'Neill,Jay Co,Gordon Leung Lik-Kei,Oli Pettigrew,Pietro Morrone,Matthew Meersbergen,Daniel O'Neill,Joey Tang Kin-Ming,Snoop,Jeremy Ko,Ron Smoorenburg,Jude Poyer,Lawrence Brown,Tony Trimble,Jan Paul Smith,Donald To,Choy Chi-Fung,Peter Lawrence,Ip King-Man,Robbie Iannone,Brian Banowetz,Marc Redmond,Colin Hamilton,Troy McLachlan,Sebastian Skiff,Jason Sankey,Peter Lukic,Felix Chong,Richard Tsui,Andrew Hui,Andy Ng Yiu-Kuen,Raymond Lee Wai-Man,Memo Tanhan,Samuel Leung Cheuk-Moon,Che Jan-Bong,Winston Yeh Ying-Wen,Victy Wong Yin-Keung,Anthony Ng Jun-Hung,Terry Lee Ji-Ming,Sin Yan-Kau,Vincent Chik Miu-Chan,Wong Chi-Wing,Chow Lim-Kan,Ho Chung-Wai,Lai Chi-Wai,Alex Lee Yip-Kin,Tako Chan Tat-Kwong,Louis Keung Kwok-Wah,Tenny Chang Kin-Yung,Wong Man-Chun,Bey Logan,Chan Siu-Wah,Jiang Ke-Cheng,Hon Chun,Kong Foo-Keung,Benny Chan",ACTOR,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Children of the Night,MOVIE,1991.0,92.0,['horror'],4.6,"Karen Black,Peter DeLuise,Ami Dolenz,Maya McLaughlin,Evan MacKenzie,Garrett Morris,David Sawyer,Shirley Spiegler Jacobs,Josette DiCarlo,Roger Perkovich,Bekki Vallin,Brad Overturf,Sean McKeever,Tony Randel",ACTOR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Camelot,MOVIE,1998.0,48.0,['fantasy'],5.933656114214774,Greg Garcia,DIRECTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Annie: A Royal Adventure,MOVIE,1995.0,92.0,"['family', 'music', 'comedy']",4.9,"Ashley Johnson,Joan Collins,George Hearn,Ian McDiarmid,Emily Ann Lloyd,Camilla Belle,Crispin Bonham-Carter,Perry Benson,George Wood,Tariq Alibai,David Tse,Jayne Ashbourne,Carol Cleveland,Buffy Davis,Ian Redford,Timothy Bateson,Deborah Maclaren,Ann Morrish,Ian Toynton",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
A Difficult Woman,SHOW,1998.0,51.0,['drama'],6.5,"Caroline Goodall,Peter Feeney,Martin Jacobs,Anna Lise Phillips,Sarah Kants,Jim Moriarty,Nicholas Eadie,Bill Hunter,Tony Tilse",ACTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Evidence of Blood,MOVIE,1998.0,109.0,"['drama', 'thriller']",6.7,"David Strathairn,Mary McDonnell,Sean McCann,Chris Wiggins,Jackie Burroughs,Nancy Beatty,Marnie McPhail,Bernard Behrens,Mert Hatfield,Dean McDermott,Géza Kovács,Doug Lennox,Linda Goranson,Stuart Hughes,Norma Dell'Agnese,Helen Hughes,Sean Sullivan,Leon Pownall,Robyn Stevan,Soo Garay,David Ferry,Robert Bidaman,Katherine Trowell,Shaun Smyth,Craig Eldridge,Geoffrey Bowes,Melyssa Ade,Byron Long,Adam Bramble,Andrew Mondshein",ACTOR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Killing Me Softly,MOVIE,1996.0,87.0,"['crime', 'documentation', 'drama']",6.7,"Maggie O'Neill,Julian Kerridge,Annabelle Apsion,Lloyd McGuire,Antony Carrick,Julian Fellowes,Peter Howitt,Stephen Whittaker",ACTOR,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Joe the King,MOVIE,1999.0,93.0,"['drama', 'crime']",6.7,"Val Kilmer,Noah Fleiss,Karen Young,Ethan Hawke,Max Ligosh,Camryn Manheim,Austin Pendleton,John Leguizamo,Louis Zorich,Amy Wright,James Costa,Kate Mara,Peter Anthony Tambakis,Frank Whaley",ACTOR,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Mohabbatein,MOVIE,2000.0,216.0,"['drama', 'romance']",7.0,"Amitabh Bachchan,Shah Rukh Khan,Aishwarya Rai Bachchan,Jimmy Shergill,Preeti Jhangiani,Jugal Hansraj,Anupam Kher,Kim Sharma,Uday Chopra,Shamita Shetty,Archana Puran Singh,Amrish Puri,Shefali Shah,Saurabh Shukla,Parzaan Dastur,Helen,Hiten Patel,Ram Mohan,Geri Andrade,Rushad Rana,Mehul Nisar,Palash Dutta,Pearl Sukhadia,Meghna Patel,Sitaram,Gurdial Sira,Harpal Singh,Aditya Chopra",ACTOR,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
The Magic Voyage,MOVIE,1992.0,82.0,"['fantasy', 'family', 'animation', 'european']",3.5,"Michael Habeck,Beate Hasenau,Lutz Mackensy,Hans Paetsch,Corey Feldman,Irene Cara,Dom DeLuise,Dan Haggerty,Samantha Eggar,Mickey Rooney,Michael Schoemann",ACTOR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Sworn to Justice,MOVIE,1996.0,97.0,"['thriller', 'action', 'drama']",4.8,"Cynthia Rothrock,Tony Lo Bianco,Kurt McKinney,Brad Dourif,Mako,Walter Koenig,Kenn Scott,Katie Mitchell,Mary-Margaret Humes,Max Thayer,Stephen Quadros,Vince Murdocco,Marcus Young,Art Camacho,Eric Lee,Robn Meeks,Paul Maslak",ACTOR,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
